,attackTypeList,successfulAttackList,hostagesList,ransomList,propertyDamageList,suicideAttackList,partOfMultipleIncidentList,typeOfWeaponList,subTypeOfWeaponList
31891,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
31892,Armed Assault,Yes,No,No,Unknown,No,No,Firearms,Unknown Gun Type
31893,Armed Assault,Yes,No,No,Unknown,No,No,Firearms,Automatic Weapon
31894,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
31895,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
31896,Hostage Taking (Kidnapping),Yes,Yes,Yes,No,No,Yes,Firearms,Unknown Gun Type
31897,Hostage Taking (Kidnapping),Yes,Yes,No,No,No,No,Firearms,Unknown Gun Type
31898,Armed Assault,Yes,No,No,No,No,No,Melee,Knife or Other Sharp Object
31899,Armed Assault,Yes,No,No,No,No,Yes,Firearms,Unknown Gun Type
31900,Armed Assault,Yes,Yes,No,No,No,Yes,Firearms,Unknown Gun Type
31901,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Remote Trigger
31902,Bombing/Explosion,Yes,No,No,Yes,Yes,No,Explosives,Suicide (carried bodily by human being)
31903,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
31904,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
31905,Hostage Taking (Kidnapping),Yes,Yes,Yes,No,No,Yes,Firearms,Unknown Gun Type
31906,Unarmed Assault,Yes,Unknown,No,No,No,No,Unknown,Unknown
31907,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Incendiary,Gasoline or Alcohol
31908,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
31909,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
31910,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Incendiary,Molotov Cocktail/Petrol Bomb
31911,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
31912,Unarmed Assault,No,No,No,No,No,No,Other,Unknown
31913,Unarmed Assault,Yes,No,No,No,No,No,Other,Unknown
31914,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
31915,Hostage Taking (Kidnapping),Yes,Yes,No,No,No,No,Unknown,Unknown
31916,Unknown,No,No,No,No,No,No,Unknown,Unknown
31917,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Land Mine
31918,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Vehicle
31919,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,"Projectile (rockets, mortars, RPGs, etc.)"
31920,Armed Assault,No,No,No,No,No,No,Incendiary,Unknown
31921,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Melee,Blunt Object
31922,Armed Assault,Yes,No,No,No,No,No,Melee,Knife or Other Sharp Object
31923,Bombing/Explosion,Yes,No,No,Unknown,No,No,Explosives,"Projectile (rockets, mortars, RPGs, etc.)"
31924,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,"Projectile (rockets, mortars, RPGs, etc.)"
31925,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
31926,Bombing/Explosion,Yes,No,No,Yes,Yes,No,Explosives,Suicide (carried bodily by human being)
31927,Hostage Taking (Kidnapping),Yes,Yes,No,No,No,No,Unknown,Unknown
31928,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Remote Trigger
31929,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,"Projectile (rockets, mortars, RPGs, etc.)"
31930,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
31931,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
31932,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
31933,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
31934,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
31935,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
31936,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
31937,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
31938,Bombing/Explosion,Yes,No,No,Yes,Yes,No,Explosives,Suicide (carried bodily by human being)
31939,Bombing/Explosion,No,No,No,No,No,No,Explosives,Unknown Explosive Type
31940,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Grenade
31941,Hostage Taking (Kidnapping),Yes,Yes,No,No,No,No,Firearms,Unknown Gun Type
31942,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
31943,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
31944,Bombing/Explosion,No,No,No,Yes,No,No,Explosives,Grenade
31945,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
31946,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
31947,Armed Assault,Yes,Unknown,No,Yes,No,No,Unknown,Unknown
31948,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Remote Trigger
31949,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,"Projectile (rockets, mortars, RPGs, etc.)"
31950,Bombing/Explosion,Yes,No,No,Unknown,No,No,Explosives,Unknown Explosive Type
31951,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
31952,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
31953,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
31954,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
31955,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
31956,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,"Projectile (rockets, mortars, RPGs, etc.)"
31957,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Grenade
31958,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Grenade
31959,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Grenade
31960,Hostage Taking (Kidnapping),Yes,Yes,No,Unknown,No,No,Unknown,Unknown
31961,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
31962,Armed Assault,Yes,Yes,No,Yes,No,No,Firearms,Automatic Weapon
31963,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
31964,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
31965,Assassination,Yes,No,No,No,No,No,Firearms,Automatic Weapon
31966,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
31967,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Other Explosive Type
31968,Armed Assault,Yes,No,No,No,No,No,Firearms,Automatic Weapon
31969,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Incendiary,Arson/Fire
31970,Armed Assault,Yes,No,No,Yes,No,Yes,Firearms,Automatic Weapon
31971,Armed Assault,Yes,No,No,Yes,No,Yes,Firearms,Automatic Weapon
31972,Armed Assault,Yes,Yes,No,Yes,No,Yes,Melee,Knife or Other Sharp Object
31973,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Vehicle
31974,Armed Assault,Yes,No,No,No,No,Yes,Firearms,Automatic Weapon
31975,Armed Assault,Yes,No,No,Yes,No,Yes,Firearms,Unknown Gun Type
31976,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
31977,Armed Assault,Yes,Yes,No,Yes,No,No,Firearms,Unknown Gun Type
31978,Armed Assault,Yes,No,No,No,No,No,Explosives,"Projectile (rockets, mortars, RPGs, etc.)"
31979,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
31980,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
31981,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Incendiary,Arson/Fire
31982,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
31983,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
31984,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
31985,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
31986,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
31987,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
31988,Unarmed Assault,Yes,No,No,No,No,No,Melee,Blunt Object
31989,Unknown,Yes,No,No,Unknown,No,No,Unknown,Unknown
31990,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
31991,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
31992,Armed Assault,Yes,No,No,Unknown,No,No,Firearms,Unknown Gun Type
31993,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Incendiary,Arson/Fire
31994,Facility/Infrastructure Attack,Yes,No,No,Yes,No,Yes,Incendiary,Arson/Fire
31995,Facility/Infrastructure Attack,Yes,No,No,Yes,No,Yes,Incendiary,Arson/Fire
31996,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
31997,Armed Assault,Yes,No,No,No,No,No,Firearms,Automatic Weapon
31998,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
31999,Armed Assault,Yes,No,No,No,No,No,Melee,Knife or Other Sharp Object
32000,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
32001,Armed Assault,Yes,No,No,Unknown,No,No,Firearms,Automatic Weapon
32002,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
32003,Hostage Taking (Kidnapping),Yes,Yes,No,Yes,No,No,Explosives,Grenade
32004,Unknown,Yes,No,No,No,No,No,Unknown,Unknown
32005,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Vehicle
32006,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Remote Trigger
32007,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Incendiary,Arson/Fire
32008,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Incendiary,Gasoline or Alcohol
32009,Armed Assault,Yes,No,No,Yes,No,No,Incendiary,Arson/Fire
32010,Bombing/Explosion,Yes,Yes,No,Yes,No,No,Unknown,Unknown
32011,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
32012,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Incendiary,Arson/Fire
32013,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
32014,Armed Assault,Yes,No,No,Unknown,No,Yes,Firearms,Automatic Weapon
32015,Armed Assault,Yes,No,No,Yes,No,Yes,Firearms,Automatic Weapon
32016,Armed Assault,Yes,No,No,Yes,No,Yes,Firearms,Automatic Weapon
32017,Armed Assault,Yes,No,No,No,No,No,Firearms,Automatic Weapon
32018,Armed Assault,Yes,No,No,Unknown,No,No,Firearms,Automatic Weapon
32019,Hostage Taking (Kidnapping),Yes,Yes,Yes,No,No,No,Firearms,Unknown Gun Type
32020,Armed Assault,Yes,No,No,Yes,No,No,Incendiary,Arson/Fire
32021,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Pipe Bomb
32022,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Remote Trigger
32023,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Time Fuse
32024,Hostage Taking (Kidnapping),Yes,Yes,Yes,No,No,No,Unknown,Unknown
32025,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
32026,Armed Assault,No,No,No,Yes,No,No,Firearms,Automatic Weapon
32027,Facility/Infrastructure Attack,No,No,No,No,No,No,Incendiary,Gasoline or Alcohol
32028,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
32029,Armed Assault,Yes,No,No,Yes,No,Yes,Firearms,Unknown Gun Type
32030,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Rifle/Shotgun (non-automatic)
32031,Armed Assault,Yes,No,No,No,No,No,Firearms,Handgun
32032,Facility/Infrastructure Attack,Yes,No,No,Yes,No,Yes,Incendiary,Arson/Fire
32033,Facility/Infrastructure Attack,Yes,No,No,Yes,No,Yes,Incendiary,Arson/Fire
32034,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Incendiary,Gasoline or Alcohol
32035,Armed Assault,Yes,No,No,Yes,No,Yes,Firearms,Unknown Gun Type
32036,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
32037,Armed Assault,Yes,No,No,Yes,No,Yes,Firearms,Unknown Gun Type
32038,Hostage Taking (Kidnapping),Yes,Yes,No,No,No,No,Unknown,Unknown
32039,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Land Mine
32040,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Time Fuse
32041,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
32042,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Land Mine
32043,Bombing/Explosion,Yes,No,No,Yes,Yes,No,Explosives,Suicide (carried bodily by human being)
32044,Armed Assault,Yes,No,No,No,No,Yes,Firearms,Handgun
32045,Armed Assault,No,Yes,No,Yes,No,No,Firearms,Automatic Weapon
32046,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Remote Trigger
32047,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Land Mine
32048,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Time Fuse
32049,Armed Assault,Yes,No,No,No,No,Yes,Firearms,Handgun
32050,Armed Assault,Yes,No,No,No,No,Yes,Firearms,Handgun
32051,Armed Assault,Yes,No,No,No,No,Yes,Firearms,Handgun
32052,Facility/Infrastructure Attack,Yes,No,No,Yes,No,Yes,Incendiary,Arson/Fire
32053,Facility/Infrastructure Attack,Yes,No,No,Yes,No,Yes,Incendiary,Arson/Fire
32054,Facility/Infrastructure Attack,Yes,No,No,Yes,No,Yes,Incendiary,Arson/Fire
32055,Bombing/Explosion,Yes,No,No,No,No,No,Explosives,Unknown Explosive Type
32056,Armed Assault,Yes,No,No,Unknown,No,No,Firearms,Automatic Weapon
32057,Armed Assault,Yes,No,No,Unknown,No,No,Firearms,Automatic Weapon
32058,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Incendiary,Molotov Cocktail/Petrol Bomb
32059,Armed Assault,Yes,No,No,No,No,Yes,Firearms,Handgun
32060,Armed Assault,Yes,No,No,No,No,Yes,Firearms,Handgun
32061,Armed Assault,Yes,No,No,No,No,Yes,Firearms,Handgun
32062,Armed Assault,Yes,No,No,Yes,No,No,Incendiary,Arson/Fire
32063,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
32064,Bombing/Explosion,Yes,No,No,Unknown,No,No,Explosives,"Projectile (rockets, mortars, RPGs, etc.)"
32065,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Handgun
32066,Bombing/Explosion,No,No,No,No,No,No,Explosives,Pipe Bomb
32067,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Land Mine
32068,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Incendiary,Arson/Fire
32069,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
32070,Armed Assault,Yes,No,No,Yes,No,No,Explosives,Grenade
32071,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Land Mine
32072,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Vehicle
32073,Bombing/Explosion,Yes,Yes,No,Yes,No,No,Explosives,"Projectile (rockets, mortars, RPGs, etc.)"
32074,Unknown,No,No,No,No,No,Yes,Unknown,Unknown
32075,Armed Assault,No,No,No,No,No,No,Firearms,Unknown Gun Type
32076,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Other Explosive Type
32077,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Unknown,Unknown
32078,Armed Assault,Yes,No,No,Yes,No,Yes,Incendiary,Molotov Cocktail/Petrol Bomb
32079,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
32080,Hostage Taking (Kidnapping),Yes,Yes,Yes,No,No,No,Unknown,Unknown
32081,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
32082,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
32083,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Pipe Bomb
32084,Armed Assault,Yes,No,No,Unknown,No,No,Firearms,Rifle/Shotgun (non-automatic)
32085,Bombing/Explosion,Yes,No,No,Unknown,No,No,Explosives,Land Mine
32086,Unknown,Yes,No,No,No,No,No,Unknown,Unknown
32087,Bombing/Explosion,Yes,No,No,Unknown,No,No,Explosives,Vehicle
32088,Hostage Taking (Kidnapping),Yes,Yes,No,No,No,No,Unknown,Unknown
32089,Bombing/Explosion,Yes,No,No,No,No,No,Explosives,Grenade
32090,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Vehicle
32091,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Dynamite/TNT
32092,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Dynamite/TNT
32093,Hostage Taking (Kidnapping),Yes,Yes,No,No,No,No,Unknown,Unknown
32094,Facility/Infrastructure Attack,Yes,No,No,Unknown,No,No,Incendiary,Gasoline or Alcohol
32095,Hostage Taking (Kidnapping),Yes,Yes,No,No,No,No,Unknown,Unknown
32096,Unknown,Yes,No,No,No,No,No,Unknown,Unknown
32097,Hostage Taking (Kidnapping),Yes,Yes,No,No,No,No,Unknown,Unknown
32098,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Land Mine
32099,Bombing/Explosion,Yes,No,No,No,No,No,Explosives,Unknown Explosive Type
32100,Unknown,Yes,No,No,Unknown,No,No,Unknown,Unknown
32101,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
32102,Bombing/Explosion,Yes,No,No,No,No,No,Explosives,Unknown Explosive Type
32103,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
32104,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
32105,Bombing/Explosion,No,No,No,No,No,No,Explosives,Unknown Explosive Type
32106,Bombing/Explosion,No,No,No,No,No,No,Explosives,Unknown Explosive Type
32107,Assassination,No,No,No,Yes,No,No,Firearms,Unknown Gun Type
32108,Bombing/Explosion,Yes,No,No,No,No,No,Explosives,"Projectile (rockets, mortars, RPGs, etc.)"
32109,Bombing/Explosion,Yes,No,No,No,No,No,Explosives,Unknown Explosive Type
32110,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Land Mine
32111,Armed Assault,No,No,No,No,No,No,Firearms,Automatic Weapon
32112,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
32113,Facility/Infrastructure Attack,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
32114,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Land Mine
32115,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
32116,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
32117,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Incendiary,Arson/Fire
32118,Bombing/Explosion,Yes,No,No,No,No,No,Explosives,Unknown Explosive Type
32119,Hostage Taking (Kidnapping),Yes,Yes,No,No,No,No,Unknown,Unknown
32120,Armed Assault,Yes,Yes,No,No,No,No,Unknown,Unknown
32121,Bombing/Explosion,Yes,No,No,No,No,No,Explosives,Unknown Explosive Type
32122,Unknown,No,No,No,No,No,No,Unknown,Unknown
32123,Unknown,Yes,No,No,No,No,No,Unknown,Unknown
32124,Bombing/Explosion,No,No,No,No,No,No,Explosives,Grenade
32125,Bombing/Explosion,Yes,No,No,No,No,No,Explosives,Unknown Explosive Type
32126,Armed Assault,No,No,No,No,No,No,Melee,Knife or Other Sharp Object
32127,Assassination,Yes,No,No,No,No,No,Firearms,Handgun
32128,Assassination,No,No,No,No,No,No,Firearms,Rifle/Shotgun (non-automatic)
32129,Assassination,No,No,No,No,No,No,Firearms,Automatic Weapon
32130,Bombing/Explosion,Yes,No,No,No,No,No,Explosives,Unknown Explosive Type
32131,Armed Assault,Yes,No,No,No,No,No,Melee,Knife or Other Sharp Object
32132,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
32133,Armed Assault,Yes,Yes,No,Yes,No,No,Unknown,Unknown
32134,Armed Assault,No,No,No,No,No,No,Firearms,Automatic Weapon
32135,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
32136,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Incendiary,Arson/Fire
32137,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
32138,Facility/Infrastructure Attack,Yes,No,No,Yes,No,Yes,Incendiary,Arson/Fire
32139,Facility/Infrastructure Attack,Yes,No,No,Yes,No,Yes,Incendiary,Arson/Fire
32140,Facility/Infrastructure Attack,Yes,No,No,Yes,No,Yes,Incendiary,Arson/Fire
32141,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
32142,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Incendiary,Arson/Fire
32143,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
32144,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
32145,Armed Assault,Yes,Yes,No,No,No,No,Unknown,Unknown
32146,Armed Assault,Yes,No,No,No,No,No,Explosives,Grenade
32147,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
32148,Armed Assault,No,No,No,No,No,No,Firearms,Unknown Gun Type
32149,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
32150,Bombing/Explosion,Yes,No,No,No,No,No,Explosives,Letter Bomb
32151,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
32152,Armed Assault,No,No,No,Yes,No,No,Explosives,"Projectile (rockets, mortars, RPGs, etc.)"
32153,Bombing/Explosion,Yes,No,No,No,No,Yes,Explosives,Unknown Explosive Type
32154,Bombing/Explosion,Yes,No,No,No,No,Yes,Explosives,Unknown Explosive Type
32155,Armed Assault,Yes,No,No,Yes,No,Yes,Unknown,Unknown
32156,Bombing/Explosion,Yes,No,No,No,No,Yes,Explosives,Unknown Explosive Type
32157,Bombing/Explosion,Yes,No,No,No,No,Yes,Explosives,Unknown Explosive Type
32158,Armed Assault,Yes,No,No,Yes,No,No,Incendiary,Arson/Fire
32159,Unknown,Yes,No,No,Unknown,No,Yes,Unknown,Unknown
32160,Armed Assault,Yes,No,No,Unknown,No,Yes,Explosives,"Projectile (rockets, mortars, RPGs, etc.)"
32161,Armed Assault,Yes,No,No,Unknown,No,Yes,Explosives,"Projectile (rockets, mortars, RPGs, etc.)"
32162,Bombing/Explosion,Yes,No,No,No,No,No,Explosives,"Projectile (rockets, mortars, RPGs, etc.)"
32163,Bombing/Explosion,Yes,No,No,No,No,No,Explosives,Grenade
32164,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
32165,Unknown,Yes,No,No,No,No,No,Unknown,Unknown
32166,Bombing/Explosion,Yes,No,No,No,No,No,Explosives,"Projectile (rockets, mortars, RPGs, etc.)"
32167,Armed Assault,No,No,No,No,No,No,Firearms,Unknown Gun Type
32168,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
32169,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Vehicle
32170,Unarmed Assault,Yes,No,No,Yes,No,No,Melee,"Hands, Feet, Fists"
32171,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
32172,Armed Assault,Yes,No,No,No,No,Yes,Firearms,Unknown Gun Type
32173,Hostage Taking (Kidnapping),Yes,Yes,Yes,No,No,No,Unknown,Unknown
32174,Unknown,No,No,No,No,No,Yes,Unknown,Unknown
32175,Unknown,Yes,No,No,No,No,Yes,Unknown,Unknown
32176,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
32177,Armed Assault,Yes,Yes,No,No,No,No,Unknown,Unknown
32178,Armed Assault,Yes,No,No,No,No,No,Firearms,Handgun
32179,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
32180,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
32181,Armed Assault,Yes,No,No,Yes,No,No,Explosives,Grenade
32182,Bombing/Explosion,Yes,No,No,No,No,No,Explosives,Grenade
32183,Unknown,Yes,No,No,No,No,No,Unknown,Unknown
32184,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Land Mine
32185,Armed Assault,Yes,No,No,Yes,No,No,Unknown,Unknown
32186,Armed Assault,Yes,Yes,No,No,No,No,Firearms,Unknown Gun Type
32187,Armed Assault,Yes,No,No,No,No,No,Melee,Knife or Other Sharp Object
32188,Unknown,Yes,No,No,No,No,No,Unknown,Unknown
32189,Bombing/Explosion,Yes,No,No,No,No,No,Explosives,Unknown Explosive Type
32190,Unarmed Assault,Yes,No,No,No,No,No,Melee,Blunt Object
32191,Armed Assault,Yes,No,No,No,No,Yes,Incendiary,Gasoline or Alcohol
32192,Armed Assault,Yes,No,No,No,No,Yes,Incendiary,Gasoline or Alcohol
