,attackTypeList,successfulAttackList,hostagesList,ransomList,propertyDamageList,suicideAttackList,partOfMultipleIncidentList,typeOfWeaponList,subTypeOfWeaponList
28507,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28508,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28509,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Handgun
28510,Assassination,Yes,No,No,No,No,No,Unknown,Unknown
28511,Unknown,Yes,No,No,No,No,No,Unknown,Unknown
28512,Assassination,Yes,No,No,No,No,No,Firearms,Handgun
28513,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28514,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28515,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28516,Armed Assault,Yes,No,No,Yes,No,No,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",Unknown
28517,Assassination,Yes,No,No,No,No,No,Firearms,Handgun
28518,Assassination,Yes,No,No,No,No,No,Firearms,Handgun
28519,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28520,Bombing/Explosion,Yes,No,No,Yes,No,No,Unknown,Unknown
28521,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28522,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
28523,Assassination,Yes,No,No,No,No,No,Unknown,Unknown
28524,Hostage Taking (Kidnapping),Yes,Yes,No,No,No,No,Unknown,Unknown
28525,Hostage Taking (Kidnapping),Yes,Yes,No,No,No,No,Unknown,Unknown
28526,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28527,Bombing/Explosion,No,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28528,Facility/Infrastructure Attack,No,No,No,Yes,No,No,Incendiary,Unknown
28529,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28530,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28531,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28532,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
28533,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
28534,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28535,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28536,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28537,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28538,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28539,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28540,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28541,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Incendiary,Unknown
28542,Facility/Infrastructure Attack,Yes,No,No,No,No,No,Incendiary,Unknown
28543,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Incendiary,Unknown
28544,Unknown,Yes,No,No,No,No,No,Unknown,Unknown
28545,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Incendiary,Unknown
28546,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Incendiary,Unknown
28547,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Incendiary,Unknown
28548,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Incendiary,Unknown
28549,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Incendiary,Unknown
28550,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Incendiary,Unknown
28551,Bombing/Explosion,No,No,No,No,No,No,Explosives,Unknown Explosive Type
28552,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28553,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28554,Unarmed Assault,No,No,No,No,No,No,Biological,Unknown
28555,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
28556,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
28557,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28558,Assassination,Yes,No,No,No,No,No,Unknown,Unknown
28559,Assassination,Yes,No,No,No,No,No,Unknown,Unknown
28560,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Dynamite/TNT
28561,Unknown,No,No,No,Yes,No,No,Unknown,Unknown
28562,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Incendiary,Arson/Fire
28563,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28564,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28565,Bombing/Explosion,Yes,No,No,Yes,No,No,Unknown,Unknown
28566,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28567,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28568,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28569,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28570,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
28571,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28572,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28573,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28574,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28575,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28576,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28577,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28578,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28579,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Dynamite/TNT
28580,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Dynamite/TNT
28581,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Dynamite/TNT
28582,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Dynamite/TNT
28583,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Dynamite/TNT
28584,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Dynamite/TNT
28585,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Dynamite/TNT
28586,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
28587,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
28588,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
28589,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28590,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28591,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28592,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28593,Bombing/Explosion,No,No,No,No,No,No,Explosives,Unknown Explosive Type
28594,Bombing/Explosion,Yes,No,No,Yes,No,No,Unknown,Unknown
28595,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28596,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
28597,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
28598,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
28599,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
28600,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
28601,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
28602,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
28603,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
28604,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
28605,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
28606,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
28607,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
28608,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
28609,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
28610,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
28611,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
28612,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
28613,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
28614,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
28615,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
28616,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
28617,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
28618,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
28619,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
28620,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
28621,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
28622,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
28623,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28624,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
28625,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
28626,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
28627,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Vehicle
28628,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28629,Armed Assault,Yes,Yes,No,Yes,No,No,Unknown,Unknown
28630,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28631,Bombing/Explosion,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
28632,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
28633,Assassination,Yes,No,No,No,No,No,Firearms,Automatic Weapon
28634,Assassination,Yes,No,No,No,No,No,Unknown,Unknown
28635,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
28636,Assassination,Yes,No,No,No,No,No,Unknown,Unknown
28637,Assassination,Yes,No,No,No,No,No,Unknown,Unknown
28638,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Vehicle
28639,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28640,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28641,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28642,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28643,Hostage Taking (Kidnapping),Yes,Yes,No,No,No,No,Unknown,Unknown
28644,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28645,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28646,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
28647,Assassination,Yes,No,No,No,No,No,Firearms,Handgun
28648,Assassination,Yes,No,No,No,No,No,Firearms,Handgun
28649,Hostage Taking (Kidnapping),Yes,Yes,No,No,No,No,Unknown,Unknown
28650,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
28651,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
28652,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
28653,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
28654,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28655,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28656,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28657,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
28658,Armed Assault,Yes,No,No,Yes,No,No,Melee,Knife or Other Sharp Object
28659,Bombing/Explosion,Yes,No,No,Yes,No,No,Unknown,Unknown
28660,Armed Assault,Yes,Yes,No,Yes,No,No,Unknown,Unknown
28661,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28662,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28663,Bombing/Explosion,No,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28664,Bombing/Explosion,No,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28665,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28666,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28667,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28668,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28669,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28670,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28671,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28672,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28673,Hostage Taking (Kidnapping),Yes,Yes,No,No,No,No,Unknown,Unknown
28674,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Dynamite/TNT
28675,Bombing/Explosion,No,No,No,No,No,No,Explosives,Unknown Explosive Type
28676,Hostage Taking (Kidnapping),Yes,Yes,No,No,No,No,Unknown,Unknown
28677,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28678,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Incendiary,Arson/Fire
28679,Hijacking,No,No,No,No,No,No,Firearms,Automatic Weapon
28680,Bombing/Explosion,Yes,No,No,Yes,No,No,Unknown,Unknown
28681,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28682,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28683,Bombing/Explosion,Yes,No,No,Yes,No,No,Unknown,Unknown
28684,Bombing/Explosion,Yes,No,No,Yes,No,No,Unknown,Unknown
28685,Bombing/Explosion,Yes,No,No,Yes,No,No,Unknown,Unknown
28686,Bombing/Explosion,Yes,No,No,Yes,No,No,Unknown,Unknown
28687,Bombing/Explosion,Yes,No,No,Yes,No,No,Unknown,Unknown
28688,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Dynamite/TNT
28689,Bombing/Explosion,No,No,No,No,No,No,Explosives,Unknown Explosive Type
28690,Bombing/Explosion,No,No,No,No,No,No,Explosives,Unknown Explosive Type
28691,Bombing/Explosion,No,No,No,No,No,No,Explosives,Unknown Explosive Type
28692,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
28693,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
28694,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
28695,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
28696,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
28697,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28698,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28699,Armed Assault,Yes,No,No,Yes,No,No,Unknown,Unknown
28700,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Dynamite/TNT
28701,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28702,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28703,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28704,Assassination,No,No,No,No,No,No,Firearms,Unknown Gun Type
28705,Hijacking,Yes,Yes,Yes,No,No,No,Firearms,Unknown Gun Type
28706,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28707,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28708,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
28709,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
28710,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
28711,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
28712,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Dynamite/TNT
28713,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Dynamite/TNT
28714,Bombing/Explosion,Yes,No,No,Yes,No,No,Unknown,Unknown
28715,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28716,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Incendiary,Arson/Fire
28717,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28718,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28719,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28720,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
28721,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
28722,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
28723,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
28724,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
28725,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
28726,Bombing/Explosion,No,No,No,No,No,No,Explosives,Dynamite/TNT
28727,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28728,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28729,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28730,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28731,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28732,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Handgun
28733,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Handgun
28734,Bombing/Explosion,No,No,No,No,No,No,Explosives,Unknown Explosive Type
28735,Bombing/Explosion,No,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28736,Bombing/Explosion,No,No,No,No,No,No,Explosives,Unknown Explosive Type
28737,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Dynamite/TNT
28738,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28739,Assassination,Yes,Yes,No,No,No,No,Unknown,Unknown
28740,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
28741,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28742,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28743,Assassination,Yes,No,No,No,No,No,Explosives,Unknown Explosive Type
28744,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
28745,Assassination,No,No,No,No,No,No,Unknown,Unknown
28746,Hostage Taking (Kidnapping),Yes,Yes,No,No,No,No,Unknown,Unknown
28747,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28748,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28749,Assassination,Yes,No,No,No,No,No,Firearms,Automatic Weapon
28750,Assassination,Yes,No,No,No,No,No,Unknown,Unknown
28751,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
28752,Bombing/Explosion,Yes,Yes,No,Yes,No,No,Explosives,Unknown Explosive Type
28753,Assassination,Yes,No,No,No,No,No,Explosives,Letter Bomb
28754,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
28755,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28756,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28757,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28758,Bombing/Explosion,No,No,No,No,No,No,Explosives,Unknown Explosive Type
28759,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28760,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Rifle/Shotgun (non-automatic)
28761,Armed Assault,Yes,No,No,Yes,No,No,Unknown,Unknown
28762,Armed Assault,Yes,No,No,Yes,No,No,Unknown,Unknown
28763,Assassination,Yes,No,No,No,No,No,Firearms,Automatic Weapon
28764,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28765,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28766,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28767,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28768,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28769,Bombing/Explosion,No,No,No,No,No,No,Explosives,Unknown Explosive Type
28770,Bombing/Explosion,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28771,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28772,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28773,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28774,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28775,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28776,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28777,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28778,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Dynamite/TNT
28779,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28780,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28781,Bombing/Explosion,No,No,No,No,No,No,Explosives,"Projectile (rockets, mortars, RPGs, etc.)"
28782,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28783,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28784,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28785,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28786,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28787,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28788,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28789,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28790,Bombing/Explosion,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28791,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
28792,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
28793,Assassination,Yes,No,No,No,No,No,Melee,Knife or Other Sharp Object
28794,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
28795,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28796,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28797,Assassination,Yes,No,No,Yes,No,No,Unknown,Unknown
28798,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28799,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28800,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28801,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28802,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28803,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
